co2,co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,cumulative_oil_co2,share_global_co2,share_global_oil_co2,share_global_cumulative_co2,share_global_cumulative_oil_co2,population
614.884,2.297,222.595,0.832,6.9,39.708,13149.866,6672.014,1.68,1.83,0.81,1.17,267670549.0
660.594,2.441,218.69,0.808,7.43,45.71,13810.46,6890.704,1.8,1.79,0.83,1.18,270625567.0
589.5,2.155,165.61,0.606,-10.76,-71.094,14399.96,7056.314,1.69,1.5,0.85,1.19,273523621.0
226.011,3.918,143.967,2.496,7.65,16.067,4934.365,3220.385,0.97,1.49,0.59,1.15,57679025.0
226.935,3.861,142.941,2.432,0.41,0.924,5161.3,3363.327,1.01,1.56,0.6,1.17,58780376.0
235.607,3.945,146.528,2.453,3.82,8.672,5396.907,3509.855,1.03,1.59,0.62,1.18,59723761.0
263.82,4.354,157.266,2.596,11.97,28.213,5660.727,3667.121,1.15,1.7,0.63,1.2,60590608.0
271.582,4.42,156.607,2.549,2.94,7.762,5932.309,3823.728,1.16,1.68,0.64,1.21,61442658.0
273.769,4.395,158.269,2.541,0.81,2.187,6206.078,3981.997,1.13,1.65,0.66,1.22,62294919.0
267.046,4.23,143.211,2.268,-2.46,-6.723,6473.124,4125.208,1.1,1.47,0.67,1.23,63136309.0
305.503,4.776,174.87,2.734,14.4,38.458,6778.627,4300.077,1.26,1.78,0.68,1.25,63971836.0
379.501,5.856,227.718,3.514,24.22,73.998,7158.129,4527.795,1.55,2.26,0.7,1.27,64800875.0
369.15,5.625,210.118,3.202,-2.73,-10.352,7527.278,4737.913,1.46,2.04,0.72,1.3,65623397.0
394.759,5.941,227.461,3.423,6.94,25.61,7922.038,4965.374,1.55,2.19,0.74,1.32,66449111.0
397.625,5.91,217.924,3.239,0.73,2.865,8319.662,5183.298,1.53,2.1,0.76,1.34,67284801.0
413.665,6.072,210.79,3.094,4.03,16.04,8733.327,5394.088,1.51,1.98,0.78,1.36,68122947.0
441.947,6.41,221.593,3.214,6.84,28.282,9175.274,5615.681,1.54,2.01,0.8,1.38,68951279.0
463.499,6.644,222.824,3.194,4.88,21.553,9638.773,5838.505,1.57,2.01,0.82,1.39,69762345.0
503.636,7.138,233.358,3.308,8.66,40.137,10142.409,6071.863,1.65,2.08,0.84,1.41,70554756.0
512.66,7.186,225.18,3.157,1.79,9.023,10655.069,6297.044,1.63,2.0,0.86,1.43,71336476.0
534.644,7.413,233.945,3.244,4.29,21.985,11189.713,6530.988,1.67,2.09,0.88,1.44,72120608.0
559.025,7.666,232.918,3.194,4.56,24.381,11748.738,6763.907,1.77,2.12,0.9,1.46,72924833.0
569.772,7.724,227.533,3.085,1.92,10.747,12318.51,6991.44,1.71,2.01,0.92,1.47,73762519.0
577.336,7.736,223.695,2.997,1.33,7.564,12895.846,7215.134,1.67,1.97,0.94,1.48,74634959.0
602.738,7.979,245.122,3.245,4.4,25.402,13498.584,7460.256,1.72,2.13,0.96,1.5,75539881.0
610.21,7.978,246.587,3.224,1.24,7.472,14108.794,7706.843,1.73,2.13,0.98,1.51,76481963.0
641.842,8.286,241.033,3.112,5.18,31.632,14750.637,7947.875,1.81,2.07,1.0,1.53,77465769.0
628.626,8.009,218.897,2.789,-2.06,-13.216,15379.263,8166.773,1.77,1.84,1.01,1.53,78492208.0
637.362,8.011,189.704,2.384,1.39,8.735,16016.624,8356.476,1.8,1.59,1.03,1.53,79563991.0
712.256,8.829,212.925,2.639,11.75,74.895,16728.88,8569.401,1.98,1.76,1.05,1.54,80673888.0
707.157,8.645,213.821,2.614,-0.72,-5.099,17436.038,8783.222,1.93,1.75,1.07,1.54,81800204.0
733.366,8.845,230.896,2.785,3.71,26.208,18169.404,9014.118,2.0,1.89,1.09,1.55,82913893.0
745.035,8.87,221.592,2.638,1.59,11.669,18914.439,9235.71,2.14,2.0,1.11,1.56,83992953.0
45.185,2.526,39.487,2.207,-7.89,-3.872,1250.673,811.749,0.19,0.41,0.15,0.29,17889457.0
58.889,3.2,53.597,2.912,30.33,13.704,1309.563,865.346,0.26,0.58,0.15,0.3,18402740.0
63.13,3.33,57.323,3.024,7.2,4.24,1372.693,922.669,0.28,0.62,0.16,0.31,18955087.0
71.089,3.638,64.098,3.28,12.61,7.959,1443.782,986.768,0.31,0.69,0.16,0.32,19539348.0
74.083,3.677,67.055,3.328,4.21,2.994,1517.865,1053.822,0.32,0.72,0.16,0.33,20149342.0
69.283,3.334,62.328,2.999,-6.48,-4.8,1587.148,1116.151,0.29,0.65,0.17,0.34,20783073.0
68.079,3.175,60.592,2.826,-1.74,-1.204,1655.228,1176.742,0.28,0.62,0.17,0.35,21439579.0
72.102,3.26,64.263,2.906,5.91,4.022,1727.329,1241.005,0.3,0.65,0.17,0.36,22114330.0
71.681,3.144,61.962,2.717,-0.58,-0.42,1799.011,1302.967,0.29,0.62,0.18,0.37,22802061.0
71.716,3.052,61.68,2.625,0.05,0.034,1870.726,1364.647,0.28,0.6,0.18,0.37,23497589.0
84.556,3.493,75.295,3.11,17.9,12.841,1955.282,1439.942,0.33,0.73,0.18,0.38,24208178.0
86.322,3.462,77.658,3.115,2.09,1.766,2041.604,1517.6,0.33,0.75,0.19,0.39,24931922.0
90.785,3.54,85.254,3.324,5.17,4.463,2132.39,1602.854,0.33,0.8,0.19,0.4,25644503.0
113.635,4.318,95.488,3.629,25.17,22.85,2246.025,1698.342,0.4,0.87,0.19,0.42,26313838.0
112.764,4.188,87.09,3.235,-0.77,-0.871,2358.789,1785.432,0.38,0.78,0.2,0.43,26922279.0
97.965,3.569,71.602,2.609,-13.12,-14.799,2456.754,1857.033,0.32,0.64,0.2,0.43,27448124.0
61.169,2.192,34.661,1.242,-37.56,-36.796,2517.923,1891.695,0.19,0.31,0.2,0.43,27911242.0
91.803,3.234,62.786,2.212,50.08,30.634,2609.727,1954.481,0.29,0.56,0.2,0.43,28385739.0
102.969,3.554,70.199,2.423,12.16,11.166,2712.696,2024.68,0.33,0.64,0.21,0.44,28973157.0
110.066,3.701,78.472,2.638,6.89,7.097,2822.762,2103.152,0.33,0.69,0.21,0.44,29741977.0
135.274,4.403,99.338,3.233,22.9,25.208,2958.036,2202.49,0.39,0.88,0.22,0.45,30725305.0
152.815,4.792,113.148,3.548,12.97,17.541,3110.851,2315.638,0.44,0.98,0.22,0.47,31890012.0
163.677,4.936,122.525,3.695,7.11,10.862,3274.528,2438.163,0.46,1.06,0.23,0.48,33157061.0
165.151,4.799,124.617,3.621,0.9,1.474,3439.678,2562.78,0.46,1.07,0.23,0.49,34411949.0
165.647,4.657,121.072,3.404,0.3,0.496,3605.325,2683.853,0.47,1.02,0.24,0.5,35572269.0
194.361,5.309,142.537,3.893,17.34,28.715,3799.686,2826.389,0.55,1.19,0.24,0.52,36610632.0
211.703,5.638,154.745,4.121,8.92,17.342,4011.389,2981.135,0.59,1.28,0.25,0.54,37552789.0
211.326,5.498,145.028,3.774,-0.18,-0.377,4222.715,3126.163,0.58,1.19,0.26,0.55,38433604.0
222.991,5.673,146.479,3.726,5.52,11.666,4445.706,3272.642,0.61,1.2,0.27,0.56,39309789.0
210.829,5.242,131.593,3.272,-5.45,-12.162,4656.536,3404.235,0.61,1.19,0.27,0.57,40222503.0
33.673,9.573,13.452,3.824,2.22,0.73,1042.854,380.616,0.14,0.14,0.13,0.14,3517704.0
33.494,9.489,14.024,3.973,-0.53,-0.179,1076.349,394.64,0.15,0.15,0.13,0.14,3529847.0
33.716,9.506,13.991,3.944,0.66,0.221,1110.064,408.63,0.15,0.15,0.13,0.14,3546929.0
34.838,9.764,15.777,4.422,3.33,1.122,1144.902,424.408,0.15,0.17,0.13,0.14,3567918.0
35.852,9.981,16.077,4.476,2.91,1.015,1180.754,440.485,0.15,0.17,0.13,0.14,3592180.0
37.469,10.352,16.533,4.568,4.51,1.616,1218.223,457.019,0.16,0.17,0.13,0.14,3619633.0
38.804,10.628,18.194,4.983,3.57,1.336,1257.027,475.213,0.16,0.19,0.13,0.14,3651096.0
40.708,11.039,20.501,5.559,4.91,1.904,1297.735,495.713,0.17,0.21,0.13,0.14,3687821.0
42.44,11.373,23.185,6.213,4.25,1.731,1340.175,518.898,0.17,0.23,0.13,0.15,3731472.0
45.249,11.961,23.657,6.253,6.62,2.809,1385.423,542.555,0.18,0.23,0.13,0.15,3783095.0
47.607,12.39,24.843,6.466,5.21,2.358,1433.03,567.398,0.19,0.24,0.13,0.15,3842253.0
46.081,11.791,23.796,6.089,-3.21,-1.526,1479.111,591.194,0.18,0.23,0.13,0.15,3907995.0
45.683,11.478,23.271,5.847,-0.86,-0.398,1524.794,614.465,0.17,0.22,0.14,0.15,3980077.0
46.166,11.376,24.455,6.026,1.06,0.483,1570.96,638.92,0.16,0.22,0.14,0.16,4058131.0
48.156,11.628,25.776,6.224,4.31,1.99,1619.116,664.695,0.16,0.23,0.14,0.16,4141218.0
47.604,11.252,25.36,5.994,-1.15,-0.552,1666.72,690.056,0.16,0.23,0.14,0.16,4230619.0
47.664,11.021,24.828,5.741,0.13,0.06,1714.383,714.883,0.15,0.22,0.14,0.16,4324649.0
47.367,10.726,24.387,5.523,-0.62,-0.297,1761.75,739.27,0.15,0.22,0.14,0.16,4415871.0
42.18,9.385,21.401,4.762,-10.95,-5.186,1803.93,760.671,0.13,0.19,0.14,0.16,4494572.0
41.794,9.177,20.275,4.452,-0.92,-0.386,1845.724,780.946,0.13,0.18,0.14,0.16,4554330.0
38.097,8.298,18.365,4.0,-8.84,-3.697,1883.822,799.311,0.11,0.16,0.14,0.16,4591115.0
38.242,8.299,17.445,3.786,0.38,0.145,1922.064,816.757,0.11,0.15,0.14,0.16,4608199.0
37.292,8.08,17.603,3.814,-2.48,-0.95,1959.355,834.359,0.11,0.15,0.14,0.16,4615426.0
36.909,7.977,17.385,3.757,-1.03,-0.383,1996.264,851.744,0.1,0.15,0.13,0.16,4626852.0
38.688,8.316,18.235,3.92,4.82,1.779,2034.952,869.979,0.11,0.15,0.13,0.16,4652420.0
40.156,8.551,18.834,4.011,3.79,1.468,2075.108,888.813,0.11,0.16,0.13,0.16,4695790.0
39.133,8.233,18.669,3.928,-2.55,-1.022,2114.241,907.482,0.11,0.15,0.13,0.16,4753281.0
39.195,8.134,19.568,4.061,0.16,0.062,2153.437,927.05,0.11,0.16,0.13,0.16,4818694.0
37.275,7.634,19.517,3.997,-4.9,-1.92,2190.712,946.567,0.1,0.16,0.13,0.16,4882498.0
33.349,6.754,16.787,3.4,-10.53,-3.927,2224.061,963.354,0.1,0.15,0.13,0.16,4937796.0
36.148,7.877,24.046,5.24,0.9,0.324,664.708,553.83,0.16,0.25,0.08,0.2,4589305.0
42.082,8.854,27.363,5.757,16.42,5.934,706.791,581.193,0.19,0.3,0.08,0.2,4752826.0
44.235,8.974,27.618,5.603,5.11,2.152,751.025,608.811,0.19,0.3,0.09,0.2,4929413.0
47.475,9.299,29.908,5.858,7.32,3.24,798.5,638.718,0.21,0.32,0.09,0.21,5105571.0
49.866,9.46,30.371,5.762,5.04,2.391,848.365,669.089,0.21,0.33,0.09,0.21,5271368.0
51.936,9.575,29.327,5.407,4.15,2.07,900.301,698.416,0.22,0.31,0.1,0.21,5424241.0
54.866,9.856,30.07,5.402,5.64,2.93,955.167,728.486,0.23,0.31,0.1,0.22,5566551.0
56.01,9.828,29.008,5.09,2.09,1.144,1011.177,757.494,0.23,0.29,0.1,0.22,5699279.0
54.756,9.4,28.257,4.851,-2.24,-1.254,1065.933,785.751,0.22,0.28,0.1,0.22,5824944.0
59.519,10.01,29.147,4.902,8.7,4.763,1125.452,814.898,0.24,0.28,0.11,0.22,5945949.0
63.024,10.399,30.602,5.049,5.89,3.504,1188.476,845.5,0.25,0.29,0.11,0.22,6060679.0
59.301,9.612,28.209,4.572,-5.91,-3.722,1247.777,873.709,0.23,0.27,0.11,0.23,6169311.0
62.415,9.941,30.789,4.904,5.25,3.113,1310.192,904.498,0.23,0.29,0.12,0.23,6278374.0
58.679,9.174,24.511,3.832,-5.98,-3.735,1368.871,929.008,0.2,0.22,0.12,0.23,6396511.0
56.524,8.657,23.54,3.605,-3.67,-2.155,1425.395,952.548,0.19,0.21,0.12,0.23,6529470.0
62.149,9.303,25.708,3.848,9.95,5.625,1487.544,978.256,0.2,0.23,0.12,0.23,6680641.0
62.8,9.172,25.131,3.67,1.05,0.651,1550.344,1003.387,0.2,0.22,0.12,0.23,6847148.0
67.98,9.683,29.207,4.16,8.25,5.18,1618.324,1032.595,0.21,0.26,0.13,0.23,7020832.0
63.861,8.882,27.136,3.774,-6.06,-4.119,1682.185,1059.73,0.2,0.25,0.13,0.23,7190037.0
68.287,9.295,28.114,3.827,6.93,4.426,1750.472,1087.844,0.2,0.25,0.13,0.23,7346446.0
68.595,9.162,28.0,3.74,0.45,0.308,1819.067,1115.845,0.2,0.25,0.13,0.23,7487095.0
74.785,9.821,35.143,4.615,9.02,6.19,1893.851,1150.988,0.21,0.31,0.13,0.23,7614946.0
63.132,8.162,22.953,2.967,-15.58,-11.653,1956.983,1173.941,0.18,0.2,0.14,0.23,7734834.0
60.352,7.684,20.281,2.582,-4.4,-2.78,2017.335,1194.222,0.17,0.17,0.14,0.23,7854216.0
62.975,7.893,21.868,2.741,4.35,2.623,2080.31,1216.09,0.18,0.18,0.14,0.23,7978496.0
61.219,7.55,22.713,2.801,-2.79,-1.756,2141.529,1238.803,0.17,0.19,0.14,0.23,8108984.0
58.873,7.142,21.366,2.592,-3.83,-2.346,2200.402,1260.169,0.16,0.18,0.14,0.23,8243849.0
60.546,7.224,22.567,2.692,2.84,1.673,2260.948,1282.736,0.17,0.19,0.14,0.23,8381507.0
62.394,7.324,22.955,2.694,3.05,1.848,2323.342,1305.691,0.17,0.19,0.14,0.22,8519373.0
56.351,6.51,19.763,2.283,-9.68,-6.043,2379.693,1325.454,0.16,0.18,0.14,0.22,8655541.0
439.094,7.692,253.653,4.443,-0.1,-0.456,12312.242,7243.931,1.89,2.62,1.48,2.6,57088125.0
439.315,7.688,261.299,4.572,0.05,0.221,12751.557,7505.23,1.95,2.84,1.49,2.6,57145308.0
431.605,7.546,259.336,4.534,-1.76,-7.71,13183.162,7764.565,1.89,2.82,1.5,2.61,57197610.0
425.797,7.442,255.512,4.466,-1.35,-5.808,13608.959,8020.077,1.85,2.77,1.51,2.61,57213538.0
449.826,7.868,264.199,4.621,5.64,24.029,14058.785,8284.276,1.92,2.83,1.52,2.62,57174412.0
444.029,7.781,261.84,4.588,-1.29,-5.797,14502.814,8546.116,1.84,2.73,1.53,2.62,57065231.0
449.754,7.904,262.769,4.618,1.29,5.725,14952.568,8808.885,1.85,2.69,1.54,2.63,56903633.0
461.946,8.141,265.487,4.679,2.71,12.192,15414.514,9074.372,1.91,2.7,1.55,2.63,56742755.0
466.425,8.233,260.378,4.596,0.97,4.479,15880.939,9334.75,1.9,2.58,1.56,2.63,56655629.0
470.493,8.299,255.591,4.508,0.87,4.068,16351.432,9590.341,1.86,2.49,1.56,2.62,56692178.0
470.576,8.274,251.793,4.427,0.02,0.083,16822.008,9842.134,1.85,2.43,1.57,2.62,56875148.0
478.005,8.359,257.677,4.506,1.58,7.429,17300.013,10099.811,1.84,2.48,1.58,2.61,57182521.0
495.965,8.616,255.95,4.446,3.76,17.96,17795.978,10355.761,1.81,2.4,1.58,2.61,57564589.0
501.568,8.655,248.802,4.294,1.13,5.603,18297.545,10604.564,1.75,2.26,1.59,2.6,57948421.0
502.26,8.618,239.416,4.108,0.14,0.692,18799.805,10843.98,1.7,2.16,1.59,2.59,58281209.0
496.892,8.488,237.474,4.056,-1.07,-5.368,19296.697,11081.454,1.62,2.12,1.59,2.57,58542619.0
490.603,8.351,230.018,3.915,-1.27,-6.289,19787.299,11311.472,1.56,2.05,1.59,2.56,58747862.0
478.903,8.128,219.441,3.724,-2.38,-11.7,20266.202,11530.913,1.49,1.96,1.59,2.55,58922116.0
424.739,7.186,198.742,3.362,-11.31,-54.164,20690.941,11729.655,1.34,1.81,1.58,2.53,59105622.0
436.154,7.352,193.786,3.266,2.69,11.415,21127.095,11923.442,1.31,1.71,1.58,2.51,59325232.0
424.278,7.12,186.434,3.129,-2.72,-11.876,21551.372,12109.876,1.23,1.64,1.57,2.49,59589070.0
403.447,6.738,172.402,2.879,-4.91,-20.83,21954.82,12282.278,1.15,1.5,1.56,2.47,59879469.0
369.834,6.147,159.32,2.648,-8.33,-33.613,22324.654,12441.598,1.05,1.38,1.54,2.44,60166828.0
349.582,5.787,158.004,2.616,-5.48,-20.253,22674.236,12599.603,0.98,1.36,1.53,2.42,60409622.0
361.302,5.964,161.657,2.669,3.35,11.721,23035.538,12761.26,1.02,1.36,1.52,2.39,60578489.0
358.061,5.902,155.91,2.57,-0.9,-3.242,23393.599,12917.17,1.01,1.3,1.51,2.37,60663068.0
352.85,5.816,148.862,2.454,-1.46,-5.211,23746.449,13066.032,0.98,1.23,1.5,2.35,60673694.0
349.02,5.757,152.699,2.519,-1.09,-3.829,24095.469,13218.731,0.95,1.25,1.48,2.32,60627291.0
339.772,5.611,148.969,2.46,-2.65,-9.248,24435.241,13367.7,0.93,1.22,1.47,2.3,60550092.0
303.815,5.025,127.438,2.108,-10.58,-35.957,24739.057,13495.138,0.87,1.15,1.46,2.28,60461828.0
7.751,3.178,7.423,3.043,2.97,0.224,189.08,182.909,0.03,0.08,0.02,0.07,2439329.0
7.709,3.132,7.295,2.964,-0.55,-0.042,196.789,190.204,0.03,0.08,0.02,0.07,2461047.0
8.001,3.22,7.628,3.07,3.79,0.292,204.79,197.832,0.04,0.08,0.02,0.07,2484583.0
8.189,3.264,7.826,3.119,2.35,0.188,212.978,205.658,0.04,0.08,0.02,0.07,2509042.0
9.173,3.621,8.764,3.459,12.03,0.985,222.152,214.423,0.04,0.09,0.02,0.07,2533705.0
9.688,3.786,9.248,3.614,5.61,0.514,231.839,223.67,0.04,0.1,0.02,0.07,2558631.0
10.068,3.896,9.651,3.735,3.93,0.381,241.908,233.322,0.04,0.1,0.02,0.07,2583914.0
9.694,3.716,9.244,3.543,-3.72,-0.374,251.602,242.566,0.04,0.09,0.03,0.07,2608874.0
9.958,3.782,9.526,3.618,2.72,0.264,261.56,252.092,0.04,0.09,0.03,0.07,2632677.0
10.314,3.885,9.849,3.71,3.57,0.356,271.874,261.941,0.04,0.1,0.03,0.07,2654698.0
10.576,3.954,10.171,3.803,2.54,0.262,282.45,272.112,0.04,0.1,0.03,0.07,2674706.0
10.203,3.789,9.691,3.599,-3.53,-0.374,292.653,281.804,0.04,0.09,0.03,0.07,2692843.0
10.667,3.937,10.127,3.738,4.55,0.464,303.32,291.931,0.04,0.09,0.03,0.07,2709438.0
10.574,3.88,10.083,3.7,-0.87,-0.093,313.894,302.014,0.04,0.09,0.03,0.07,2725017.0
10.417,3.802,9.981,3.643,-1.49,-0.158,324.311,311.995,0.04,0.09,0.03,0.07,2740000.0
11.577,4.203,11.19,4.062,11.14,1.161,335.888,323.185,0.04,0.1,0.03,0.08,2754414.0
10.749,3.883,10.384,3.751,-7.15,-0.828,346.637,333.569,0.03,0.09,0.03,0.08,2768229.0
10.78,3.875,10.351,3.721,0.28,0.03,357.417,343.92,0.03,0.09,0.03,0.08,2781869.0
7.934,2.838,7.412,2.651,-26.4,-2.846,365.351,351.332,0.03,0.07,0.03,0.08,2795839.0
7.677,2.732,7.236,2.575,-3.23,-0.256,373.028,358.568,0.02,0.06,0.03,0.08,2810464.0
8.256,2.921,7.716,2.731,7.53,0.578,381.283,366.285,0.02,0.07,0.03,0.08,2825932.0
7.913,2.784,7.379,2.596,-4.15,-0.343,389.196,373.664,0.02,0.06,0.03,0.08,2842128.0
8.492,2.971,7.896,2.762,7.32,0.579,397.689,381.56,0.02,0.07,0.03,0.07,2858710.0
7.697,2.677,7.009,2.438,-9.36,-0.795,405.386,388.569,0.02,0.06,0.03,0.07,2875137.0
7.995,2.766,7.31,2.528,3.87,0.298,413.381,395.878,0.02,0.06,0.03,0.07,2891024.0
8.163,2.809,7.493,2.578,2.1,0.168,421.545,403.371,0.02,0.06,0.03,0.07,2906242.0
7.798,2.67,7.02,2.404,-4.48,-0.366,429.342,410.392,0.02,0.06,0.03,0.07,2920848.0
8.039,2.739,7.302,2.488,3.09,0.241,437.381,417.694,0.02,0.06,0.03,0.07,2934853.0
8.045,2.729,7.128,2.418,0.08,0.006,445.426,424.821,0.02,0.06,0.03,0.07,2948277.0
7.429,2.509,6.307,2.13,-7.65,-0.616,452.856,431.129,0.02,0.06,0.03,0.07,2961161.0
1169.692,9.363,672.952,5.387,1.01,11.684,29983.474,15687.752,5.03,6.94,3.61,5.62,124929764.0
1179.396,9.41,686.492,5.477,0.83,9.704,31162.87,16374.244,5.23,7.47,3.65,5.68,125331300.0
1172.339,9.326,671.911,5.345,-0.6,-7.057,32335.21,17046.155,5.14,7.3,3.69,5.73,125707407.0
1227.273,9.736,711.884,5.648,4.69,54.934,33562.483,17758.039,5.34,7.71,3.73,5.79,126053127.0
1239.62,9.81,709.194,5.612,1.01,12.347,34802.102,18467.233,5.29,7.6,3.77,5.84,126365486.0
1251.531,9.882,706.119,5.576,0.96,11.911,36053.633,19173.353,5.18,7.35,3.81,5.89,126644099.0
1244.781,9.81,691.903,5.453,-0.54,-6.75,37298.414,19865.256,5.12,7.09,3.84,5.92,126892745.0
1204.993,9.479,676.069,5.318,-3.2,-39.788,38503.408,20541.325,4.98,6.86,3.87,5.95,127117436.0
1241.611,9.751,685.548,5.384,3.04,36.618,39745.019,21226.874,5.06,6.8,3.9,5.97,127326063.0
1264.375,9.915,676.305,5.303,1.83,22.763,41009.394,21903.178,5.01,6.58,3.92,5.99,127524168.0
1249.766,9.786,654.633,5.126,-1.16,-14.608,42259.16,22557.812,4.91,6.31,3.95,6.0,127713824.0
1279.12,10.002,665.588,5.204,2.35,29.354,43538.28,23223.4,4.91,6.42,3.97,6.01,127893075.0
1287.468,10.054,655.73,5.121,0.65,8.348,44825.748,23879.13,4.7,6.15,3.99,6.01,128058368.0
1282.862,10.006,644.611,5.028,-0.36,-4.606,46108.61,24523.74,4.48,5.85,4.0,6.01,128204183.0
1290.371,10.055,641.72,5.001,0.59,7.509,47398.981,25165.46,4.36,5.78,4.01,6.0,128326115.0
1267.362,9.869,604.922,4.71,-1.78,-23.009,48666.343,25770.382,4.14,5.4,4.01,5.99,128422740.0
1303.134,10.142,607.541,4.728,2.82,35.772,49969.477,26377.924,4.14,5.4,4.02,5.97,128494050.0
1232.314,9.587,562.91,4.379,-5.43,-70.82,51201.791,26940.834,3.84,5.03,4.01,5.95,128538644.0
1163.213,9.048,515.912,4.013,-5.61,-69.101,52365.004,27456.746,3.68,4.69,4.0,5.92,128555196.0
1214.816,9.451,521.744,4.059,4.44,51.603,53579.82,27978.49,3.64,4.61,3.99,5.89,128542349.0
1264.866,9.843,552.341,4.298,4.12,50.05,54844.686,28530.831,3.67,4.87,3.99,5.87,128498966.0
1306.01,10.17,564.169,4.393,3.25,41.144,56150.696,29095.0,3.73,4.91,3.98,5.84,128423571.0
1315.343,10.251,541.441,4.22,0.71,9.333,57466.038,29636.441,3.73,4.67,3.97,5.82,128314189.0
1263.729,9.86,496.795,3.876,-3.92,-51.614,58729.767,30133.236,3.56,4.27,3.96,5.78,128168630.0
1223.396,9.559,476.372,3.722,-3.19,-40.332,59953.164,30609.607,3.45,4.01,3.95,5.74,127985139.0
1203.718,9.422,460.901,3.608,-1.61,-19.679,61156.881,31070.509,3.4,3.85,3.94,5.7,127763267.0
1188.123,9.318,448.76,3.52,-1.3,-15.595,62345.004,31519.269,3.31,3.7,3.93,5.66,127502728.0
1143.458,8.989,432.718,3.402,-3.76,-44.665,63488.462,31951.987,3.12,3.55,3.91,5.61,127202190.0
1105.929,8.718,415.703,3.277,-3.28,-37.529,64594.392,32367.689,3.01,3.4,3.89,5.57,126860299.0
1030.775,8.15,377.382,2.984,-6.8,-75.154,65625.167,32745.071,2.96,3.41,3.87,5.53,126476458.0
9.904,2.634,9.116,2.424,-5.46,-0.573,139.993,126.701,0.04,0.09,0.02,0.05,3760493.0
11.984,3.013,10.45,2.627,21.0,2.08,151.978,137.151,0.05,0.11,0.02,0.05,3977667.0
11.774,2.802,10.051,2.392,-1.75,-0.21,163.752,147.202,0.05,0.11,0.02,0.05,4201559.0
13.25,3.004,11.15,2.528,12.53,1.475,177.001,158.352,0.06,0.12,0.02,0.05,4410357.0
13.208,2.878,11.366,2.477,-0.31,-0.042,190.209,169.717,0.06,0.12,0.02,0.05,4588842.0
13.825,2.921,12.007,2.537,4.67,0.617,204.035,181.724,0.06,0.12,0.02,0.06,4732848.0
14.074,2.903,12.326,2.542,1.8,0.249,218.109,194.05,0.06,0.13,0.02,0.06,4848536.0
14.253,2.883,12.743,2.578,1.27,0.179,232.362,206.793,0.06,0.13,0.02,0.06,4943975.0
14.267,2.835,12.754,2.535,0.1,0.014,246.629,219.548,0.06,0.13,0.02,0.06,5031754.0
15.2,2.967,13.736,2.682,6.54,0.934,261.829,233.284,0.06,0.13,0.03,0.06,5122495.0
15.61,2.992,13.935,2.671,2.69,0.409,277.438,247.219,0.06,0.13,0.03,0.07,5217328.0
16.42,3.088,14.671,2.759,5.2,0.811,293.859,261.889,0.06,0.14,0.03,0.07,5317514.0
16.982,3.125,15.217,2.8,3.42,0.562,310.841,277.106,0.06,0.14,0.03,0.07,5434036.0
18.671,3.346,14.542,2.606,9.94,1.689,329.512,291.648,0.07,0.13,0.03,0.07,5580241.0
20.437,3.545,15.861,2.751,9.46,1.766,349.949,307.51,0.07,0.14,0.03,0.07,5765639.0
20.526,3.426,14.542,2.427,0.44,0.09,370.475,322.052,0.07,0.13,0.03,0.07,5991547.0
21.436,3.427,14.39,2.3,4.43,0.91,391.911,336.442,0.07,0.13,0.03,0.08,6255290.0
20.718,3.16,12.916,1.97,-3.35,-0.719,412.629,349.357,0.06,0.12,0.03,0.08,6556473.0
21.337,3.095,12.883,1.869,2.99,0.619,433.966,362.24,0.07,0.12,0.03,0.08,6893258.0
20.615,2.839,13.971,1.924,-3.38,-0.721,454.581,376.211,0.06,0.12,0.03,0.08,7261541.0
21.244,2.772,18.25,2.382,3.05,0.628,475.825,394.461,0.06,0.16,0.03,0.08,7662858.0
23.814,2.944,20.893,2.582,12.1,2.57,499.639,415.354,0.07,0.18,0.04,0.08,8089963.0
23.813,2.795,19.65,2.307,0.0,-0.001,523.452,435.004,0.07,0.17,0.04,0.09,8518992.0
25.895,2.903,22.424,2.514,8.74,2.082,549.347,457.428,0.07,0.19,0.04,0.09,8918822.0
25.556,2.758,19.298,2.083,-1.31,-0.339,574.903,476.726,0.07,0.16,0.04,0.09,9266573.0
24.346,2.548,14.836,1.553,-4.74,-1.211,599.249,491.561,0.07,0.12,0.04,0.09,9554286.0
25.561,2.612,15.184,1.552,4.99,1.216,624.81,506.745,0.07,0.13,0.04,0.09,9785840.0
25.26,2.535,14.81,1.486,-1.18,-0.302,650.07,521.555,0.07,0.12,0.04,0.09,9965322.0
25.745,2.549,14.955,1.48,1.92,0.485,675.815,536.51,0.07,0.12,0.04,0.09,10101697.0
25.487,2.498,14.519,1.423,-1.0,-0.258,701.302,551.029,0.07,0.13,0.04,0.09,10203140.0
271.695,16.594,57.253,3.497,-3.47,-9.766,7502.257,1605.609,1.17,0.59,0.9,0.58,16373308.0
247.263,15.167,45.962,2.819,-8.99,-24.432,7749.52,1651.572,1.1,0.5,0.91,0.57,16302809.0
219.593,13.571,38.299,2.367,-11.19,-27.67,7969.113,1689.871,0.96,0.42,0.91,0.57,16181161.0
185.658,11.588,31.888,1.99,-15.45,-33.936,8154.77,1721.758,0.81,0.35,0.91,0.56,16022224.0
