co2,co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,cumulative_oil_co2,share_global_co2,share_global_oil_co2,share_global_cumulative_co2,share_global_cumulative_oil_co2,population
1.781,2.386,1.781,2.386,17.96,0.271,73.441,73.408,0.01,0.02,0.01,0.02,746477.0
1.707,2.286,1.707,2.286,-4.12,-0.073,75.149,75.116,0.01,0.02,0.01,0.02,746815.0
1.909,2.553,1.909,2.553,11.8,0.202,77.058,77.025,0.01,0.02,0.01,0.02,747718.0
1.887,2.518,1.887,2.518,-1.15,-0.022,78.945,78.911,0.01,0.02,0.01,0.02,749430.0
1.96,2.607,1.96,2.607,3.88,0.073,80.905,80.872,0.01,0.02,0.01,0.02,752029.0
1.96,2.595,1.96,2.595,0.0,0.0,82.865,82.832,0.01,0.02,0.01,0.02,755388.0
1.905,2.509,1.905,2.509,-2.8,-0.055,84.77,84.737,0.01,0.02,0.01,0.02,759281.0
1.972,2.583,1.971,2.582,3.5,0.067,86.742,86.708,0.01,0.02,0.01,0.02,763371.0
2.003,2.61,1.964,2.559,1.59,0.031,88.746,88.672,0.01,0.02,0.01,0.02,767433.0
2.345,3.04,2.187,2.836,17.06,0.342,91.091,90.86,0.01,0.02,0.01,0.02,771363.0
2.319,2.992,2.162,2.789,-1.09,-0.026,93.41,93.022,0.01,0.02,0.01,0.02,775218.0
2.481,3.185,2.319,2.977,6.96,0.161,95.891,95.341,0.01,0.02,0.01,0.02,779007.0
2.487,3.177,2.325,2.97,0.22,0.006,98.378,97.666,0.01,0.02,0.01,0.02,782775.0
2.213,2.813,2.051,2.608,-11.01,-0.274,100.59,99.717,0.01,0.02,0.01,0.02,786559.0
0.976,0.136,0.802,0.112,-1.9,-0.019,21.161,17.921,0.0,0.01,0.0,0.01,7178611.0
0.889,0.121,0.733,0.1,-8.98,-0.088,22.05,18.653,0.0,0.01,0.0,0.01,7319491.0
0.684,0.092,0.641,0.086,-23.0,-0.204,22.734,19.295,0.0,0.01,0.0,0.01,7460684.0
0.183,0.024,0.183,0.024,-73.22,-0.501,22.917,19.478,0.0,0.0,0.0,0.01,7602318.0
0.876,0.113,0.876,0.113,378.0,0.692,23.793,20.354,0.0,0.01,0.0,0.01,7744509.0
1.019,0.129,1.019,0.129,16.32,0.143,24.811,21.372,0.0,0.01,0.0,0.01,7887312.0
1.348,0.168,1.348,0.168,32.37,0.33,26.16,22.72,0.01,0.01,0.0,0.01,8030721.0
1.235,0.151,1.235,0.151,-8.42,-0.114,27.395,23.955,0.01,0.01,0.0,0.01,8174680.0
1.271,0.153,1.271,0.153,2.97,0.037,28.666,25.227,0.01,0.01,0.0,0.01,8319070.0
1.634,0.193,1.634,0.193,28.53,0.363,30.3,26.861,0.01,0.02,0.0,0.01,8463802.0
1.471,0.171,1.385,0.161,-9.97,-0.163,31.771,28.246,0.01,0.01,0.0,0.01,8608810.0
1.785,0.204,1.663,0.19,21.34,0.314,33.557,29.909,0.01,0.02,0.0,0.01,8754148.0
1.7,0.191,1.579,0.177,-4.76,-0.085,35.257,31.488,0.01,0.01,0.0,0.01,8900108.0
1.652,0.183,1.528,0.169,-2.83,-0.048,36.909,33.016,0.01,0.01,0.0,0.01,9047082.0
1.724,0.188,1.601,0.174,4.38,0.072,38.633,34.617,0.01,0.01,0.0,0.01,9195289.0
1.752,0.188,1.634,0.175,1.61,0.028,40.385,36.252,0.01,0.01,0.0,0.01,9344784.0
1.772,0.187,1.656,0.174,1.16,0.02,42.158,37.908,0.01,0.01,0.0,0.01,9495336.0
1.761,0.182,1.641,0.17,-0.66,-0.012,43.918,39.549,0.01,0.01,0.0,0.01,9646570.0
1.888,0.193,1.77,0.181,7.25,0.128,45.807,41.319,0.01,0.02,0.0,0.01,9798046.0
2.137,0.215,2.019,0.203,13.16,0.249,47.943,43.338,0.01,0.02,0.0,0.01,9949318.0
2.273,0.225,2.253,0.223,6.37,0.136,50.216,45.591,0.01,0.02,0.0,0.01,10100320.0
2.264,0.221,2.235,0.218,-0.38,-0.009,52.48,47.826,0.01,0.02,0.0,0.01,10250922.0
2.706,0.26,2.667,0.256,19.52,0.442,55.187,50.494,0.01,0.02,0.0,0.01,10400672.0
2.705,0.256,2.627,0.249,-0.06,-0.002,57.891,53.121,0.01,0.02,0.0,0.01,10549007.0
2.661,0.249,2.583,0.242,-1.63,-0.044,60.552,55.704,0.01,0.02,0.0,0.01,10695540.0
2.983,0.275,2.906,0.268,12.12,0.322,63.535,58.609,0.01,0.02,0.0,0.01,10839976.0
3.104,0.283,3.026,0.276,4.05,0.121,66.639,61.636,0.01,0.02,0.0,0.01,10982367.0
3.368,0.303,3.29,0.296,8.5,0.264,70.007,64.926,0.01,0.03,0.0,0.01,11123183.0
3.289,0.292,3.211,0.285,-2.34,-0.079,73.296,68.138,0.01,0.03,0.0,0.01,11263079.0
2.92,0.256,2.842,0.249,-11.23,-0.37,76.215,70.98,0.01,0.03,0.0,0.01,11402533.0
12265.314,12.188,5336.629,5.303,0.36,43.798,575375.613,181570.948,52.78,55.07,69.25,65.06,
12377.768,12.215,5479.349,5.407,0.92,112.453,587753.381,187050.297,54.84,59.64,68.87,64.89,
12510.875,12.261,5534.885,5.424,1.08,133.108,600264.256,192585.182,54.86,60.17,68.51,64.74,
12710.662,12.372,5652.236,5.502,1.6,199.787,612974.918,198237.418,55.35,61.21,68.17,64.64,
12797.752,12.374,5641.533,5.455,0.69,87.09,625772.67,203878.951,54.57,60.45,67.82,64.51,
13189.698,12.67,5781.339,5.554,3.06,391.946,638962.368,209660.29,54.6,60.17,67.49,64.38,
13235.742,12.633,5765.705,5.503,0.35,46.044,652198.111,215425.995,54.47,59.07,67.16,64.23,
13204.939,12.524,5751.603,5.455,-0.23,-30.803,665403.05,221177.598,54.55,58.39,66.85,64.06,
13374.296,12.603,5865.955,5.528,1.28,169.357,678777.346,227043.553,54.55,58.22,66.56,63.9,
13808.387,12.928,5990.963,5.609,3.25,434.091,692585.733,233034.516,54.72,58.25,66.27,63.74,
13762.397,12.801,6018.532,5.598,-0.33,-45.99,706348.13,239053.048,54.07,58.01,65.98,63.58,
13877.821,12.824,5999.561,5.544,0.84,115.425,720225.952,245052.609,53.3,57.86,65.68,63.43,
14132.696,12.972,6102.506,5.602,1.84,254.875,734358.648,251155.115,51.64,57.23,65.34,63.26,
14347.226,13.078,6184.459,5.637,1.52,214.53,748705.875,257339.574,50.12,56.15,64.96,63.07,
14387.203,13.02,6182.646,5.595,0.28,39.977,763093.078,263522.22,48.6,55.67,64.55,62.87,
14389.863,12.923,6138.606,5.513,0.02,2.66,777482.941,269660.826,47.05,54.76,64.11,62.66,
14502.028,12.922,6061.007,5.4,0.78,112.164,791984.968,275721.833,46.05,53.89,63.65,62.44,
14202.704,12.555,5831.156,5.155,-2.06,-299.323,806187.673,281552.989,44.29,52.06,63.17,62.18,
13396.972,11.752,5634.597,4.943,-5.67,-805.733,819584.645,287187.586,42.39,51.23,62.66,61.92,
13914.283,12.118,5663.469,4.932,3.86,517.311,833498.927,292851.055,41.73,50.09,62.14,61.64,
13705.668,11.856,5522.801,4.778,-1.5,-208.614,847204.596,298373.856,39.76,48.71,61.58,61.34,
13625.972,11.714,5522.732,4.748,-0.58,-79.696,860830.567,303896.588,38.96,48.03,61.02,61.03,
13652.465,11.669,5445.152,4.654,0.19,26.493,874483.032,309341.74,38.69,47.0,60.48,60.71,
13532.666,11.502,5361.301,4.557,-0.88,-119.799,888015.698,314703.042,38.08,46.09,59.94,60.39,
13492.431,11.407,5511.333,4.66,-0.3,-40.234,901508.129,320214.375,38.01,46.39,59.43,60.07,
13285.076,11.175,5469.488,4.601,-1.54,-207.356,914793.205,325683.863,37.47,45.73,58.93,59.76,
13229.209,11.073,5450.909,4.563,-0.42,-55.867,928022.414,331134.772,36.82,44.93,58.43,59.44,
13280.59,11.065,5446.21,4.538,0.39,51.381,941303.005,336580.982,36.24,44.68,57.93,59.12,
12965.505,10.757,5420.784,4.497,-2.37,-315.085,954268.51,342001.766,35.33,44.32,57.43,58.81,
11828.816,9.776,4823.553,3.986,-8.77,-1136.689,966097.326,346825.318,33.98,43.56,56.95,58.52,
2.439,0.478,2.143,0.42,0.9,0.022,54.751,50.725,0.01,0.02,0.01,0.02,5098594.0
2.686,0.512,2.411,0.46,10.13,0.247,57.437,53.136,0.01,0.03,0.01,0.02,5244677.0
2.824,0.523,2.521,0.467,5.13,0.138,60.261,55.657,0.01,0.03,0.01,0.02,5394416.0
3.162,0.57,2.906,0.524,11.98,0.338,63.422,58.562,0.01,0.03,0.01,0.02,5548969.0
3.767,0.66,3.47,0.608,19.13,0.605,67.189,62.032,0.02,0.04,0.01,0.02,5709010.0
3.817,0.65,3.43,0.584,1.33,0.05,71.006,65.462,0.02,0.04,0.01,0.02,5874814.0
3.945,0.652,3.525,0.583,3.35,0.128,74.951,68.987,0.02,0.04,0.01,0.02,6045704.0
4.737,0.762,4.379,0.704,20.09,0.793,79.688,73.366,0.02,0.04,0.01,0.02,6220405.0
4.613,0.721,4.078,0.638,-2.62,-0.124,84.301,77.444,0.02,0.04,0.01,0.02,6397140.0
4.929,0.75,4.071,0.619,6.85,0.316,89.23,81.515,0.02,0.04,0.01,0.02,6574510.0
5.602,0.83,4.767,0.706,13.65,0.673,94.833,86.282,0.02,0.05,0.01,0.02,6751912.0
5.868,0.847,5.026,0.725,4.74,0.266,100.701,91.308,0.02,0.05,0.01,0.02,6929267.0
6.617,0.931,5.69,0.801,12.76,0.749,107.318,96.998,0.02,0.05,0.01,0.02,7106323.0
7.194,0.988,6.203,0.852,8.72,0.577,114.512,103.201,0.03,0.06,0.01,0.03,7282953.0
6.831,0.916,6.221,0.834,-5.05,-0.363,121.343,109.423,0.02,0.06,0.01,0.03,7458982.0
7.677,1.006,6.878,0.901,12.38,0.846,129.019,116.3,0.03,0.06,0.01,0.03,7634295.0
8.206,1.051,7.372,0.944,6.89,0.529,137.225,123.672,0.03,0.07,0.01,0.03,7808520.0
8.438,1.057,7.475,0.936,2.83,0.232,145.663,131.147,0.03,0.07,0.01,0.03,7980955.0
7.939,0.974,7.028,0.862,-5.91,-0.499,153.602,138.174,0.03,0.06,0.01,0.03,8150780.0
7.89,0.949,7.002,0.842,-0.61,-0.049,161.492,145.176,0.02,0.06,0.01,0.03,8317467.0
8.736,1.03,7.731,0.912,10.71,0.845,170.228,152.907,0.03,0.07,0.01,0.03,8480670.0
9.094,1.052,7.94,0.919,4.1,0.358,179.322,160.847,0.03,0.07,0.01,0.03,8640692.0
9.24,1.05,8.174,0.929,1.61,0.146,188.562,169.021,0.03,0.07,0.01,0.03,8798524.0
9.309,1.04,8.248,0.921,0.75,0.069,197.871,177.269,0.03,0.07,0.01,0.03,8955579.0
9.802,1.076,8.738,0.959,5.3,0.493,207.673,186.007,0.03,0.07,0.01,0.03,9112904.0
9.293,1.002,8.416,0.908,-5.19,-0.509,216.966,194.423,0.03,0.07,0.01,0.04,9270794.0
8.857,0.939,8.131,0.862,-4.69,-0.436,225.823,202.554,0.02,0.07,0.01,0.04,9429016.0
10.05,1.048,9.285,0.968,13.47,1.193,235.873,211.839,0.03,0.08,0.01,0.04,9587523.0
10.789,1.107,10.024,1.028,7.35,0.739,246.662,221.862,0.03,0.08,0.01,0.04,9746115.0
9.66,0.975,8.894,0.898,-10.47,-1.129,256.321,230.756,0.03,0.08,0.02,0.04,9904608.0
28.463,4.907,8.247,1.422,4.85,1.315,473.583,315.065,0.12,0.09,0.06,0.11,5800040.0
32.919,5.613,11.54,1.968,15.65,4.455,506.501,326.605,0.15,0.13,0.06,0.11,5864745.0
34.778,5.866,10.093,1.702,5.65,1.859,541.279,336.698,0.15,0.11,0.06,0.11,5928336.0
31.079,5.18,13.161,2.194,-10.63,-3.699,572.359,349.859,0.14,0.14,0.06,0.11,5999619.0
31.267,5.139,11.965,1.967,0.6,0.188,603.626,361.825,0.13,0.13,0.07,0.11,6084234.0
28.909,4.674,11.213,1.813,-7.54,-2.359,632.534,373.038,0.12,0.12,0.07,0.11,6185584.0
30.497,4.841,13.223,2.099,5.49,1.588,663.031,386.261,0.13,0.14,0.07,0.12,6299912.0
38.925,6.066,19.383,3.02,27.64,8.428,701.956,405.644,0.16,0.2,0.07,0.12,6416996.0
42.549,6.524,25.21,3.865,9.31,3.624,744.505,430.854,0.17,0.25,0.07,0.12,6522461.0
40.283,6.098,20.72,3.136,-5.33,-2.266,784.788,451.574,0.16,0.2,0.08,0.12,6606328.0
37.802,5.672,17.455,2.619,-6.16,-2.481,822.59,469.029,0.15,0.17,0.08,0.12,6664775.0
39.485,5.892,14.77,2.204,4.45,1.683,862.075,483.798,0.15,0.14,0.08,0.13,6701771.0
43.202,6.424,14.751,2.194,9.41,3.717,905.277,498.55,0.16,0.14,0.08,0.13,6724687.0
41.569,6.163,13.768,2.041,-3.78,-1.633,946.846,512.318,0.15,0.12,0.08,0.13,6744563.0
43.731,6.46,13.652,2.017,5.2,2.161,990.577,525.97,0.15,0.12,0.08,0.13,6769579.0
41.915,6.162,11.826,1.739,-4.15,-1.816,1032.492,537.796,0.14,0.11,0.09,0.12,6802083.0
43.572,6.37,11.732,1.715,3.95,1.658,1076.064,549.528,0.14,0.1,0.09,0.12,6840017.0
42.791,6.218,11.71,1.702,-1.79,-0.782,1118.855,561.239,0.13,0.1,0.09,0.12,6881861.0
41.579,6.005,8.863,1.28,-2.83,-1.211,1160.434,570.102,0.13,0.08,0.09,0.12,6924642.0
40.063,5.751,9.438,1.355,-3.65,-1.516,1200.497,579.54,0.12,0.08,0.09,0.12,6966324.0
43.15,6.158,9.237,1.318,7.7,3.087,1243.647,588.777,0.13,0.08,0.09,0.12,7006598.0
42.742,6.065,9.6,1.362,-0.94,-0.408,1286.389,598.377,0.12,0.08,0.09,0.12,7046847.0
44.307,6.25,9.427,1.33,3.66,1.565,1330.696,607.804,0.13,0.08,0.09,0.12,7088780.0
45.492,6.376,9.267,1.299,2.67,1.185,1376.188,617.071,0.13,0.08,0.09,0.12,7134668.0
42.392,5.899,10.212,1.421,-6.81,-3.1,1418.58,627.283,0.12,0.09,0.09,0.12,7185992.0
43.389,5.99,11.054,1.526,2.35,0.997,1461.968,638.337,0.12,0.09,0.09,0.12,7243541.0
42.553,5.824,11.842,1.621,-1.93,-0.835,1504.522,650.179,0.12,0.1,0.09,0.12,7306315.0
42.738,5.798,11.505,1.561,0.43,0.185,1547.26,661.684,0.12,0.09,0.1,0.12,7371728.0
41.789,5.62,10.759,1.447,-2.22,-0.949,1589.049,672.443,0.11,0.09,0.1,0.12,7436157.0
31.239,4.167,7.756,1.035,-25.25,-10.551,1620.288,680.199,0.09,0.07,0.1,0.11,7496988.0
69.656,6.722,21.556,2.08,-4.87,-3.569,3402.057,749.966,0.3,0.22,0.41,0.27,10363050.0
62.085,5.994,21.705,2.095,-10.87,-7.571,3464.142,771.671,0.28,0.24,0.41,0.27,10358622.0
63.389,6.119,21.464,2.072,2.1,1.304,3527.531,793.135,0.28,0.23,0.4,0.27,10359052.0
61.787,5.965,21.157,2.043,-2.53,-1.603,3589.317,814.292,0.27,0.23,0.4,0.27,10357586.0
61.391,5.932,19.759,1.909,-0.64,-0.395,3650.709,834.051,0.26,0.21,0.4,0.26,10349308.0
63.025,6.1,18.46,1.787,2.66,1.633,3713.733,852.51,0.26,0.19,0.39,0.26,10332451.0
61.624,5.978,18.685,1.813,-2.22,-1.401,3775.357,871.195,0.25,0.19,0.39,0.26,10308479.0
61.164,5.95,19.297,1.877,-0.75,-0.46,3836.521,890.492,0.25,0.2,0.39,0.26,10279610.0
61.664,6.016,19.154,1.869,0.82,0.5,3898.184,909.646,0.25,0.19,0.38,0.26,10249407.0
58.365,5.711,17.461,1.708,-5.35,-3.299,3956.549,927.107,0.23,0.17,0.38,0.25,10220509.0
59.968,5.883,17.238,1.691,2.75,1.603,4016.518,944.346,0.24,0.17,0.38,0.25,10193451.0
59.005,5.803,16.294,1.603,-1.61,-0.964,4075.522,960.64,0.23,0.16,0.37,0.25,10167286.0
61.756,6.09,16.056,1.583,4.66,2.751,4137.278,976.696,0.23,0.15,0.37,0.25,10141341.0
60.132,5.945,15.604,1.543,-2.63,-1.624,4197.41,992.3,0.21,0.14,0.36,0.24,10114481.0
60.278,5.976,16.404,1.626,0.24,0.146,4257.688,1008.705,0.2,0.15,0.36,0.24,10085942.0
59.642,5.931,17.173,1.708,-1.06,-0.636,4317.33,1025.878,0.2,0.15,0.36,0.24,10055657.0
58.554,5.841,17.531,1.749,-1.82,-1.088,4375.883,1043.409,0.19,0.16,0.35,0.24,10024158.0
57.248,5.73,17.239,1.725,-2.23,-1.306,4433.132,1060.648,0.18,0.15,0.35,0.23,9991867.0
51.471,5.168,17.171,1.724,-10.09,-5.777,4484.602,1077.819,0.16,0.16,0.34,0.23,9959439.0
52.069,5.245,15.972,1.609,1.16,0.598,4536.671,1093.791,0.16,0.14,0.34,0.23,9927380.0
50.191,5.072,15.029,1.519,-3.61,-1.877,4586.862,1108.82,0.15,0.13,0.33,0.23,9895689.0
46.758,4.74,14.345,1.454,-6.84,-3.434,4633.62,1123.164,0.13,0.12,0.33,0.23,9864363.0
43.59,4.433,13.845,1.408,-6.77,-3.167,4677.21,1137.01,0.12,0.12,0.32,0.22,9833923.0
43.678,4.455,15.191,1.549,0.2,0.088,4720.888,1152.2,0.12,0.13,0.32,0.22,9804991.0
46.615,4.767,16.531,1.691,6.72,2.937,4767.503,1168.731,0.13,0.14,0.31,0.22,9777925.0
47.072,4.826,16.572,1.699,0.98,0.457,4814.575,1185.303,0.13,0.14,0.31,0.22,9752970.0
49.452,5.082,17.474,1.796,5.06,2.38,4864.027,1202.777,0.14,0.14,0.31,0.22,9729822.0
49.408,5.09,18.555,1.911,-0.09,-0.044,4913.435,1221.332,0.13,0.15,0.3,0.21,9707502.0
49.08,5.068,19.373,2.0,-0.66,-0.328,4962.515,1240.705,0.13,0.16,0.3,0.21,9684680.0
48.275,4.997,18.42,1.907,-1.64,-0.804,5010.79,1259.125,0.14,0.17,0.3,0.21,9660350.0
2.106,8.175,1.742,6.762,-5.49,-0.122,61.318,55.147,0.01,0.02,0.01,0.02,257616.0
2.255,8.668,1.898,7.296,7.07,0.149,63.573,57.045,0.01,0.02,0.01,0.02,260154.0
2.411,9.18,1.988,7.568,6.93,0.156,65.984,59.033,0.01,0.02,0.01,0.02,262650.0
2.365,8.919,1.964,7.408,-1.93,-0.047,68.349,60.997,0.01,0.02,0.01,0.02,265140.0
2.467,9.218,2.051,7.663,4.33,0.102,70.816,63.048,0.01,0.02,0.01,0.02,267627.0
2.523,9.338,2.118,7.839,2.25,0.055,73.339,65.166,0.01,0.02,0.01,0.02,270144.0
2.619,9.602,2.184,8.01,3.8,0.096,75.957,67.35,0.01,0.02,0.01,0.02,272709.0
2.638,9.581,2.215,8.045,0.73,0.019,78.595,69.565,0.01,0.02,0.01,0.02,275294.0
2.84,10.222,2.309,8.311,7.69,0.203,81.435,71.874,0.01,0.02,0.01,0.02,277868.0
2.932,10.456,2.248,8.014,3.23,0.092,84.367,74.122,0.01,0.02,0.01,0.02,280439.0
2.863,10.121,2.159,7.63,-2.34,-0.069,87.231,76.28,0.01,0.02,0.01,0.02,282910.0
2.991,10.484,2.291,8.031,4.47,0.128,90.222,78.572,0.01,0.02,0.01,0.02,285329.0
2.985,10.366,2.303,7.996,-0.21,-0.006,93.207,80.874,0.01,0.02,0.01,0.02,287955.0
3.109,10.68,2.405,8.26,4.16,0.124,96.316,83.279,0.01,0.02,0.01,0.02,291102.0
2.976,10.09,2.315,7.846,-4.27,-0.133,99.292,85.593,0.01,0.02,0.01,0.02,294976.0
3.153,10.519,2.445,8.158,5.93,0.177,102.445,88.039,0.01,0.02,0.01,0.02,299727.0
3.496,11.456,2.686,8.803,10.88,0.343,105.941,90.725,0.01,0.02,0.01,0.02,305181.0
3.811,12.261,2.92,9.393,9.02,0.315,109.753,93.645,0.01,0.03,0.01,0.02,310855.0
3.728,11.794,2.904,9.187,-2.2,-0.084,113.48,96.548,0.01,0.03,0.01,0.02,316057.0
3.625,11.315,2.796,8.729,-2.76,-0.103,117.105,99.345,0.01,0.02,0.01,0.02,320342.0
3.501,10.824,2.66,8.222,-3.4,-0.123,120.606,102.004,0.01,0.02,0.01,0.02,323471.0
3.497,10.738,2.662,8.174,-0.13,-0.004,124.103,104.666,0.01,0.02,0.01,0.02,325642.0
3.483,10.644,2.645,8.084,-0.4,-0.014,127.586,107.311,0.01,0.02,0.01,0.02,327194.0
3.459,10.528,2.648,8.06,-0.67,-0.023,131.045,109.96,0.01,0.02,0.01,0.02,328592.0
3.536,10.708,2.708,8.199,2.22,0.077,134.581,112.667,0.01,0.02,0.01,0.02,330237.0
3.487,10.498,2.675,8.051,-1.38,-0.049,138.069,115.342,0.01,0.02,0.01,0.02,332209.0
3.605,10.78,2.762,8.259,3.37,0.117,141.674,118.104,0.01,0.02,0.01,0.02,334395.0
3.663,10.88,2.788,8.279,1.62,0.058,145.337,120.892,0.01,0.02,0.01,0.02,336712.0
3.551,10.473,2.696,7.951,-3.07,-0.113,148.888,123.587,0.01,0.02,0.01,0.02,339037.0
2.936,8.604,2.081,6.098,-17.31,-0.615,151.824,125.669,0.01,0.02,0.01,0.02,341250.0
615.925,0.691,166.423,0.187,6.47,37.407,11632.765,2624.753,2.65,1.72,1.4,0.94,891273202.0
656.033,0.722,188.055,0.207,6.51,40.108,12288.798,2812.808,2.91,2.05,1.44,0.98,909307018.0
677.916,0.731,186.879,0.202,3.34,21.883,12966.715,2999.687,2.97,2.03,1.48,1.01,927403866.0
716.918,0.758,198.954,0.21,5.75,39.001,13683.632,3198.641,3.12,2.15,1.52,1.04,945601828.0
762.121,0.791,216.281,0.224,6.31,45.203,14445.753,3414.922,3.25,2.32,1.57,1.08,963922586.0
825.919,0.841,243.16,0.248,8.37,63.798,15271.672,3658.083,3.42,2.53,1.61,1.12,982365248.0
859.686,0.859,244.202,0.244,4.09,33.767,16131.358,3902.285,3.54,2.5,1.66,1.16,1000900028.0
877.698,0.861,262.892,0.258,2.1,18.012,17009.056,4165.177,3.63,2.67,1.71,1.21,1019483586.0
951.749,0.917,300.51,0.29,8.44,74.051,17960.805,4465.687,3.88,2.98,1.76,1.26,1038058154.0
978.919,0.926,312.287,0.296,2.85,27.171,18939.724,4777.973,3.88,3.04,1.81,1.31,1056575548.0
992.56,0.923,316.115,0.294,1.39,13.641,19932.284,5094.089,3.9,3.05,1.86,1.35,1075000094.0
1023.027,0.936,324.588,0.297,3.07,30.467,20955.311,5418.676,3.93,3.13,1.91,1.4,1093317187.0
1059.616,0.953,329.937,0.297,3.58,36.589,22014.927,5748.613,3.87,3.09,1.96,1.45,1111523146.0
1125.471,0.996,347.518,0.308,6.21,65.855,23140.399,6096.131,3.93,3.16,2.01,1.49,1129623466.0
1185.953,1.033,351.646,0.306,5.37,60.482,24326.352,6447.777,4.01,3.17,2.06,1.54,1147609924.0
1259.744,1.081,368.891,0.316,6.22,73.791,25586.096,6816.669,4.12,3.29,2.11,1.58,1165486291.0
1358.152,1.148,391.028,0.33,7.81,98.408,26944.249,7207.696,4.31,3.48,2.17,1.63,1183209471.0
1462.815,1.218,412.316,0.343,7.71,104.662,28407.063,7620.013,4.56,3.68,2.23,1.68,1200669762.0
1612.817,1.324,431.61,0.354,10.25,150.002,30019.88,8051.623,5.1,3.92,2.3,1.74,1217726217.0
1677.888,1.359,438.373,0.355,4.03,65.071,31697.767,8489.996,5.03,3.88,2.36,1.79,1234281163.0
1780.13,1.424,458.909,0.367,6.09,102.242,33477.897,8948.905,5.16,4.05,2.43,1.84,1250287939.0
1963.586,1.551,488.554,0.386,10.31,183.456,35441.483,9437.459,5.61,4.25,2.51,1.9,1265780243.0
2036.937,1.59,495.642,0.387,3.74,73.351,37478.42,9933.102,5.77,4.28,2.59,1.95,1280842119.0
2185.856,1.687,511.166,0.394,7.31,148.919,39664.276,10444.268,6.15,4.39,2.68,2.0,1295600768.0
2268.567,1.732,554.789,0.424,3.78,82.712,41932.844,10999.057,6.39,4.67,2.76,2.06,1310152392.0
2382.223,1.799,613.166,0.463,5.01,113.656,44315.067,11612.222,6.72,5.13,2.85,2.13,1324517250.0
2433.856,1.818,631.087,0.471,2.17,51.633,46748.923,12243.31,6.77,5.2,2.94,2.2,1338676779.0
2599.806,1.922,655.19,0.484,6.82,165.95,49348.729,12898.5,7.09,5.37,3.04,2.27,1352642283.0
2625.968,1.922,674.011,0.493,1.01,26.162,51974.697,13572.511,7.15,5.51,3.13,2.33,1366417756.0
2441.792,1.769,602.67,0.437,-7.01,-184.176,54416.489,14175.181,7.02,5.44,3.21,2.39,1380004385.0
180.621,0.978,103.458,0.56,20.19,30.336,3079.834,2127.821,0.78,1.07,0.37,0.76,184591897.0
203.577,1.084,117.107,0.624,12.71,22.956,3283.412,2244.928,0.9,1.27,0.38,0.78,187739786.0
219.762,1.152,117.418,0.615,7.95,16.185,3503.174,2362.346,0.96,1.28,0.4,0.79,190851184.0
222.855,1.149,113.47,0.585,1.41,3.093,3726.029,2475.817,0.97,1.23,0.41,0.81,193917458.0
226.543,1.15,113.862,0.578,1.65,3.687,3952.571,2589.679,0.97,1.22,0.43,0.82,196934257.0
255.067,1.276,124.631,0.624,12.59,28.525,4207.639,2714.31,1.06,1.3,0.44,0.83,199901231.0
280.734,1.384,143.869,0.709,10.06,25.666,4488.373,2858.179,1.16,1.47,0.46,0.85,202826444.0
215.971,1.05,113.174,0.55,-23.07,-64.763,4704.344,2971.353,0.89,1.15,0.47,0.86,205724597.0
243.95,1.169,106.054,0.508,12.96,27.979,4948.294,3077.407,0.99,1.05,0.49,0.87,208615171.0
274.727,1.299,154.978,0.733,12.62,30.777,5223.02,3232.386,1.09,1.51,0.5,0.88,211513822.0
303.341,1.415,149.856,0.699,10.42,28.615,5526.362,3382.241,1.19,1.44,0.52,0.9,214427419.0
310.818,1.43,156.843,0.722,2.46,7.477,5837.18,3539.084,1.19,1.51,0.53,0.92,217357790.0
340.441,1.545,162.447,0.737,9.53,29.623,6177.622,3701.532,1.24,1.52,0.55,0.93,220309473.0
344.394,1.542,173.895,0.779,1.16,3.952,6522.015,3875.427,1.2,1.58,0.57,0.95,223285666.0
348.989,1.542,174.754,0.772,1.33,4.595,6871.004,4050.181,1.18,1.57,0.58,0.97,226289468.0
346.706,1.512,152.499,0.665,-0.65,-2.283,7217.709,4202.681,1.13,1.36,0.6,0.98,229318262.0
388.255,1.671,166.225,0.715,11.98,41.55,7605.965,4368.905,1.23,1.48,0.61,0.99,232374239.0
366.293,1.556,158.303,0.672,-5.66,-21.962,7972.258,4527.209,1.14,1.41,0.62,1.0,235469755.0
401.957,1.684,181.26,0.76,9.74,35.664,8374.215,4708.469,1.27,1.65,0.64,1.02,238620554.0
451.931,1.869,195.674,0.809,12.43,49.974,8826.147,4904.143,1.36,1.73,0.66,1.03,241834226.0
504.762,2.059,211.329,0.862,11.69,52.831,9330.909,5115.472,1.46,1.86,0.68,1.05,245115988.0
521.528,2.099,218.777,0.881,3.32,16.766,9852.437,5334.249,1.49,1.9,0.7,1.07,248451714.0
496.074,1.97,229.408,0.911,-4.88,-25.453,10348.511,5563.657,1.41,1.98,0.72,1.09,251805314.0
498.973,1.956,220.593,0.865,0.58,2.899,10847.484,5784.25,1.4,1.9,0.73,1.11,255128076.0
551.475,2.134,219.406,0.849,10.52,52.502,11398.96,6003.656,1.55,1.85,0.75,1.13,258383257.0
560.846,2.144,219.142,0.838,1.7,9.371,11959.806,6222.799,1.58,1.83,0.77,1.14,261556386.0
575.176,2.173,226.62,0.856,2.56,14.33,12534.981,6449.419,1.6,1.87,0.79,1.16,264650968.0
